"CountryName";"CountryCode";"Year";"Value"
"Algeria";"DZA";"1981";"12.04"
"Algeria";"DZA";"1982";"12.61"
"Algeria";"DZA";"1983";"11.72"
"Algeria";"DZA";"1984";"10.52"
"Algeria";"DZA";"1985";"9.34"
"Algeria";"DZA";"1986";"9.23"
"Algeria";"DZA";"1987";"8.65"
"Algeria";"DZA";"1988";"7.93"
"Algeria";"DZA";"1989";"7.35"
"Algeria";"DZA";"1990";"5.43"
"Algeria";"DZA";"1991";"4.32"
"Algeria";"DZA";"1992";"4.23"
"Algeria";"DZA";"1993";"3.23"
"Algeria";"DZA";"1994";"3.77"
"Algeria";"DZA";"1995";"3.32"
"Algeria";"DZA";"1996";"3.60"
"Algeria";"DZA";"1997";"3.85"
"Algeria";"DZA";"1998";"3.45"
"Algeria";"DZA";"1999";"2.73"
"Algeria";"DZA";"2000";"3.04"
"Algeria";"DZA";"2001";"2.91"
"Algeria";"DZA";"2002";"2.16"
"Algeria";"DZA";"2003";"2.32"
"Algeria";"DZA";"2004";"2.20"
"Algeria";"DZA";"2005";"2.11"
"Algeria";"DZA";"2006";"2.13"
"Algeria";"DZA";"2007";"2.13"
"Algeria";"DZA";"2008";"1.97"
"Algeria";"DZA";"2009";"1.58"
"Algeria";"DZA";"2010";"2.11"
"Algeria";"DZA";"2011";"5.50"
"Algeria";"DZA";"2012";"6.49"
"Angola";"AGO";"1971";"18.46"
"Angola";"AGO";"1972";"18.85"
"Angola";"AGO";"1973";"17.28"
"Angola";"AGO";"1974";"30.19"
"Angola";"AGO";"1975";"27.20"
"Angola";"AGO";"1976";"26.84"
"Angola";"AGO";"1977";"26.84"
"Angola";"AGO";"1978";"9.74"
"Angola";"AGO";"1979";"11.90"
"Angola";"AGO";"1980";"11.85"
"Angola";"AGO";"1981";"11.85"
"Angola";"AGO";"1982";"12.36"
"Angola";"AGO";"1983";"26.18"
"Angola";"AGO";"1984";"10.30"
"Angola";"AGO";"1985";"13.03"
"Angola";"AGO";"1986";"13.03"
"Angola";"AGO";"1987";"13.46"
"Angola";"AGO";"1988";"13.99"
"Angola";"AGO";"1989";"13.31"
"Angola";"AGO";"1990";"13.79"
"Angola";"AGO";"1991";"17.34"
"Angola";"AGO";"1992";"11.30"
"Angola";"AGO";"1993";"6.32"
"Angola";"AGO";"1994";"6.28"
"Angola";"AGO";"1995";"6.25"
"Angola";"AGO";"1996";"10.02"
"Angola";"AGO";"1997";"23.65"
"Angola";"AGO";"1998";"19.58"
"Angola";"AGO";"1999";"33.03"
"Angola";"AGO";"2000";"36.89"
"Angola";"AGO";"2001";"37.91"
"Angola";"AGO";"2002";"35.24"
"Angola";"AGO";"2003";"37.79"
"Angola";"AGO";"2004";"21.59"
"Angola";"AGO";"2005";"20.35"
"Angola";"AGO";"2006";"19.39"
"Angola";"AGO";"2007";"22.38"
"Angola";"AGO";"2008";"24.59"
"Angola";"AGO";"2009";"34.66"
"Angola";"AGO";"2010";"32.04"
"Angola";"AGO";"2011";"29.09"
"Angola";"AGO";"2012";"29.09"
"Arab World";"ARB";"1971";"44.38"
"Arab World";"ARB";"1972";"42.39"
"Arab World";"ARB";"1973";"42.90"
"Arab World";"ARB";"1974";"41.47"
"Arab World";"ARB";"1975";"42.58"
"Arab World";"ARB";"1976";"39.77"
"Arab World";"ARB";"1977";"42.05"
"Arab World";"ARB";"1978";"42.52"
"Arab World";"ARB";"1979";"43.79"
"Arab World";"ARB";"1980";"38.57"
"Arab World";"ARB";"1981";"42.70"
"Arab World";"ARB";"1982";"47.17"
"Arab World";"ARB";"1983";"48.66"
"Arab World";"ARB";"1984";"47.68"
"Arab World";"ARB";"1985";"47.76"
"Arab World";"ARB";"1986";"48.03"
"Arab World";"ARB";"1987";"47.85"
"Arab World";"ARB";"1988";"47.44"
"Arab World";"ARB";"1989";"45.61"
"Arab World";"ARB";"1990";"35.87"
"Arab World";"ARB";"1991";"36.66"
"Arab World";"ARB";"1992";"35.78"
"Arab World";"ARB";"1993";"32.33"
"Arab World";"ARB";"1994";"31.93"
"Arab World";"ARB";"1995";"31.48"
"Arab World";"ARB";"1996";"30.99"
"Arab World";"ARB";"1997";"32.40"
"Arab World";"ARB";"1998";"34.45"
"Arab World";"ARB";"1999";"34.21"
"Arab World";"ARB";"2000";"34.48"
"Arab World";"ARB";"2001";"31.96"
"Arab World";"ARB";"2002";"33.15"
"Arab World";"ARB";"2003";"32.57"
"Arab World";"ARB";"2004";"31.60"
"Arab World";"ARB";"2005";"28.06"
"Arab World";"ARB";"2006";"26.78"
"Arab World";"ARB";"2007";"27.23"
"Arab World";"ARB";"2008";"27.63"
"Arab World";"ARB";"2009";"24.51"
"Arab World";"ARB";"2010";"21.77"
"Arab World";"ARB";"2011";"21.82"
"Arab World";"ARB";"2012";"23.33"
"Argentina";"ARG";"1971";"67.21"
"Argentina";"ARG";"1972";"68.15"
"Argentina";"ARG";"1973";"61.65"
"Argentina";"ARG";"1974";"52.37"
"Argentina";"ARG";"1975";"46.39"
"Argentina";"ARG";"1976";"46.96"
"Argentina";"ARG";"1977";"50.52"
"Argentina";"ARG";"1978";"45.81"
"Argentina";"ARG";"1979";"42.77"
"Argentina";"ARG";"1980";"31.64"
"Argentina";"ARG";"1981";"29.99"
"Argentina";"ARG";"1982";"23.43"
"Argentina";"ARG";"1983";"22.39"
"Argentina";"ARG";"1984";"19.40"
"Argentina";"ARG";"1985";"12.60"
"Argentina";"ARG";"1986";"16.10"
"Argentina";"ARG";"1987";"19.39"
"Argentina";"ARG";"1988";"16.57"
"Argentina";"ARG";"1989";"14.28"
"Argentina";"ARG";"1990";"9.75"
"Argentina";"ARG";"1991";"14.23"
"Argentina";"ARG";"1992";"13.72"
"Argentina";"ARG";"1993";"10.89"
"Argentina";"ARG";"1994";"7.07"
"Argentina";"ARG";"1995";"6.93"
"Argentina";"ARG";"1996";"6.71"
"Argentina";"ARG";"1997";"2.83"
"Argentina";"ARG";"1998";"5.17"
"Argentina";"ARG";"1999";"4.79"
"Argentina";"ARG";"2000";"3.24"
"Argentina";"ARG";"2001";"1.11"
"Argentina";"ARG";"2002";"0.90"
"Argentina";"ARG";"2003";"1.10"
"Argentina";"ARG";"2004";"4.03"
"Argentina";"ARG";"2005";"5.45"
"Argentina";"ARG";"2006";"7.52"
"Argentina";"ARG";"2007";"10.22"
"Argentina";"ARG";"2008";"11.82"
"Argentina";"ARG";"2009";"11.71"
"Argentina";"ARG";"2010";"13.30"
"Argentina";"ARG";"2011";"15.12"
"Argentina";"ARG";"2012";"14.88"
"Armenia";"ARM";"1990";"68.59"
"Armenia";"ARM";"1991";"55.70"
"Armenia";"ARM";"1992";"43.31"
"Armenia";"ARM";"1993";"8.67"
"Armenia";"ARM";"1994";"11.24"
"Armenia";"ARM";"1995";"7.64"
"Armenia";"ARM";"1996";"2.04"
"Armenia";"ARM";"1997";"0.32"
"Armenia";"ARM";"1998";"0.00"
"Armenia";"ARM";"1999";"0.00"
"Armenia";"ARM";"2000";"0.00"
"Armenia";"ARM";"2001";"0.00"
"Armenia";"ARM";"2002";"0.00"
"Armenia";"ARM";"2003";"0.00"
"Armenia";"ARM";"2004";"0.00"
"Armenia";"ARM";"2005";"0.00"
"Armenia";"ARM";"2006";"0.00"
"Armenia";"ARM";"2007";"0.00"
"Armenia";"ARM";"2008";"0.00"
"Armenia";"ARM";"2009";"0.00"
"Armenia";"ARM";"2010";"0.00"
"Armenia";"ARM";"2011";"0.00"
"Armenia";"ARM";"2012";"0.00"
"Australia";"AUS";"1960";"5.52"
"Australia";"AUS";"1961";"5.65"
"Australia";"AUS";"1962";"3.18"
"Australia";"AUS";"1963";"2.93"
"Australia";"AUS";"1964";"3.84"
"Australia";"AUS";"1965";"3.56"
"Australia";"AUS";"1966";"3.79"
"Australia";"AUS";"1967";"3.98"
"Australia";"AUS";"1968";"4.37"
"Australia";"AUS";"1969";"4.87"
"Australia";"AUS";"1970";"4.64"
"Australia";"AUS";"1971";"3.37"
"Australia";"AUS";"1972";"3.27"
"Australia";"AUS";"1973";"2.61"
"Australia";"AUS";"1974";"7.42"
"Australia";"AUS";"1975";"6.55"
"Australia";"AUS";"1976";"6.63"
"Australia";"AUS";"1977";"6.11"
"Australia";"AUS";"1978";"6.21"
"Australia";"AUS";"1979";"5.90"
"Australia";"AUS";"1980";"5.43"
"Australia";"AUS";"1981";"5.39"
"Australia";"AUS";"1982";"5.68"
"Australia";"AUS";"1983";"5.49"
"Australia";"AUS";"1984";"4.98"
"Australia";"AUS";"1985";"3.90"
"Australia";"AUS";"1986";"3.01"
"Australia";"AUS";"1987";"2.13"
"Australia";"AUS";"1988";"1.77"
"Australia";"AUS";"1989";"2.06"
"Australia";"AUS";"1990";"2.30"
"Australia";"AUS";"1991";"2.17"
"Australia";"AUS";"1992";"1.48"
"Australia";"AUS";"1993";"1.48"
"Australia";"AUS";"1994";"1.39"
"Australia";"AUS";"1995";"1.58"
"Australia";"AUS";"1996";"1.58"
"Australia";"AUS";"1997";"1.19"
"Australia";"AUS";"1998";"0.93"
"Australia";"AUS";"1999";"0.85"
"Australia";"AUS";"2000";"0.85"
"Australia";"AUS";"2001";"0.91"
"Australia";"AUS";"2002";"1.08"
"Australia";"AUS";"2003";"0.75"
"Australia";"AUS";"2004";"0.61"
"Australia";"AUS";"2005";"1.24"
"Australia";"AUS";"2006";"1.31"
"Australia";"AUS";"2007";"1.19"
"Australia";"AUS";"2008";"1.67"
"Australia";"AUS";"2009";"1.68"
"Australia";"AUS";"2010";"1.73"
"Australia";"AUS";"2011";"1.62"
"Australia";"AUS";"2012";"1.63"
"Australia";"AUS";"2013";"1.85"
"Austria";"AUT";"1960";"4.28"
"Austria";"AUT";"1961";"5.41"
"Austria";"AUT";"1962";"8.31"
"Austria";"AUT";"1963";"10.55"
"Austria";"AUT";"1964";"11.91"
"Austria";"AUT";"1965";"10.01"
"Austria";"AUT";"1966";"7.82"
"Austria";"AUT";"1967";"8.94"
"Austria";"AUT";"1968";"9.85"
"Austria";"AUT";"1969";"11.35"
"Austria";"AUT";"1970";"7.03"
"Austria";"AUT";"1971";"12.30"
"Austria";"AUT";"1972";"14.63"
"Austria";"AUT";"1973";"14.06"
"Austria";"AUT";"1974";"9.19"
"Austria";"AUT";"1975";"11.16"
"Austria";"AUT";"1976";"15.46"
"Austria";"AUT";"1977";"11.91"
"Austria";"AUT";"1978";"13.16"
"Austria";"AUT";"1979";"12.65"
"Austria";"AUT";"1980";"13.96"
"Austria";"AUT";"1981";"7.50"
"Austria";"AUT";"1982";"6.86"
"Austria";"AUT";"1983";"7.43"
"Austria";"AUT";"1984";"6.17"
"Austria";"AUT";"1985";"4.79"
"Austria";"AUT";"1986";"5.32"
"Austria";"AUT";"1987";"4.26"
"Austria";"AUT";"1988";"3.22"
"Austria";"AUT";"1989";"2.83"
"Austria";"AUT";"1990";"3.81"
"Austria";"AUT";"1991";"4.44"
"Austria";"AUT";"1992";"3.98"
"Austria";"AUT";"1993";"5.32"
"Austria";"AUT";"1994";"5.00"
"Austria";"AUT";"1995";"3.84"
"Austria";"AUT";"1996";"3.60"
"Austria";"AUT";"1997";"4.29"
"Austria";"AUT";"1998";"4.98"
"Austria";"AUT";"1999";"4.43"
"Austria";"AUT";"2000";"2.84"
"Austria";"AUT";"2001";"2.98"
"Austria";"AUT";"2002";"2.39"
"Austria";"AUT";"2003";"3.20"
"Austria";"AUT";"2004";"2.94"
"Austria";"AUT";"2005";"2.56"
"Austria";"AUT";"2006";"2.64"
"Austria";"AUT";"2007";"2.05"
"Austria";"AUT";"2008";"1.93"
"Austria";"AUT";"2009";"1.71"
"Austria";"AUT";"2010";"1.87"
"Austria";"AUT";"2011";"1.63"
"Austria";"AUT";"2012";"1.08"
"Austria";"AUT";"2013";"1.07"
"Azerbaijan";"AZE";"1990";"34.42"
"Azerbaijan";"AZE";"1991";"37.94"
"Azerbaijan";"AZE";"1992";"58.00"
"Azerbaijan";"AZE";"1993";"60.32"
"Azerbaijan";"AZE";"1994";"71.27"
"Azerbaijan";"AZE";"1995";"72.29"
"Azerbaijan";"AZE";"1996";"72.42"
"Azerbaijan";"AZE";"1997";"71.30"
"Azerbaijan";"AZE";"1998";"69.42"
"Azerbaijan";"AZE";"1999";"72.16"
"Azerbaijan";"AZE";"2000";"71.95"
"Azerbaijan";"AZE";"2001";"33.75"
"Azerbaijan";"AZE";"2002";"30.97"
"Azerbaijan";"AZE";"2003";"35.69"
"Azerbaijan";"AZE";"2004";"28.27"
"Azerbaijan";"AZE";"2005";"25.67"
"Azerbaijan";"AZE";"2006";"24.90"
"Azerbaijan";"AZE";"2007";"18.27"
"Azerbaijan";"AZE";"2008";"7.95"
"Azerbaijan";"AZE";"2009";"2.63"
"Azerbaijan";"AZE";"2010";"0.12"
"Azerbaijan";"AZE";"2011";"1.67"
"Azerbaijan";"AZE";"2012";"2.19"
"Bahrain";"BHR";"1971";"0.00"
"Bahrain";"BHR";"1972";"0.00"
"Bahrain";"BHR";"1973";"0.00"
"Bahrain";"BHR";"1974";"0.00"
"Bahrain";"BHR";"1975";"0.00"
"Bahrain";"BHR";"1976";"0.00"
"Bahrain";"BHR";"1977";"0.00"
"Bahrain";"BHR";"1978";"0.00"
"Bahrain";"BHR";"1979";"0.00"
"Bahrain";"BHR";"1980";"0.00"
"Bahrain";"BHR";"1981";"0.00"
"Bahrain";"BHR";"1982";"0.00"
"Bahrain";"BHR";"1983";"0.00"
"Bahrain";"BHR";"1984";"0.00"
"Bahrain";"BHR";"1985";"0.00"
"Bahrain";"BHR";"1986";"0.00"
"Bahrain";"BHR";"1987";"0.00"
"Bahrain";"BHR";"1988";"0.00"
"Bahrain";"BHR";"1989";"0.00"
"Bahrain";"BHR";"1990";"0.00"
"Bahrain";"BHR";"1991";"0.00"
"Bahrain";"BHR";"1992";"0.00"
"Bahrain";"BHR";"1993";"0.00"
"Bahrain";"BHR";"1994";"0.00"
"Bahrain";"BHR";"1995";"0.00"
"Bahrain";"BHR";"1996";"0.00"
"Bahrain";"BHR";"1997";"0.00"
"Bahrain";"BHR";"1998";"0.00"
"Bahrain";"BHR";"1999";"0.00"
"Bahrain";"BHR";"2000";"0.00"
"Bahrain";"BHR";"2001";"0.00"
"Bahrain";"BHR";"2002";"0.00"
"Bahrain";"BHR";"2003";"0.00"
"Bahrain";"BHR";"2004";"0.00"
"Bahrain";"BHR";"2005";"0.00"
"Bahrain";"BHR";"2006";"2.44"
"Bahrain";"BHR";"2007";"1.16"
"Bahrain";"BHR";"2008";"0.02"
"Bahrain";"BHR";"2009";"0.00"
"Bahrain";"BHR";"2010";"0.00"
"Bahrain";"BHR";"2011";"0.00"
"Bahrain";"BHR";"2012";"0.00"
"Bangladesh";"BGD";"1971";"43.11"
"Bangladesh";"BGD";"1972";"43.11"
"Bangladesh";"BGD";"1973";"41.74"
"Bangladesh";"BGD";"1974";"35.96"
"Bangladesh";"BGD";"1975";"32.64"
"Bangladesh";"BGD";"1976";"32.79"
"Bangladesh";"BGD";"1977";"30.87"
"Bangladesh";"BGD";"1978";"33.84"
"Bangladesh";"BGD";"1979";"29.93"
"Bangladesh";"BGD";"1980";"26.60"
"Bangladesh";"BGD";"1981";"26.07"
"Bangladesh";"BGD";"1982";"24.87"
"Bangladesh";"BGD";"1983";"18.41"
"Bangladesh";"BGD";"1984";"18.53"
"Bangladesh";"BGD";"1985";"19.43"
"Bangladesh";"BGD";"1986";"27.46"
"Bangladesh";"BGD";"1987";"15.05"
"Bangladesh";"BGD";"1988";"12.09"
"Bangladesh";"BGD";"1989";"8.19"
"Bangladesh";"BGD";"1990";"4.31"
"Bangladesh";"BGD";"1991";"1.77"
"Bangladesh";"BGD";"1992";"4.45"
"Bangladesh";"BGD";"1993";"6.79"
"Bangladesh";"BGD";"1994";"6.70"
"Bangladesh";"BGD";"1995";"8.53"
"Bangladesh";"BGD";"1996";"6.46"
"Bangladesh";"BGD";"1997";"9.43"
"Bangladesh";"BGD";"1998";"8.70"
"Bangladesh";"BGD";"1999";"9.27"
"Bangladesh";"BGD";"2000";"6.45"
"Bangladesh";"BGD";"2001";"6.74"
"Bangladesh";"BGD";"2002";"6.74"
"Bangladesh";"BGD";"2003";"6.74"
"Bangladesh";"BGD";"2004";"5.86"
"Bangladesh";"BGD";"2005";"5.77"
"Bangladesh";"BGD";"2006";"5.55"
"Bangladesh";"BGD";"2007";"5.30"
"Bangladesh";"BGD";"2008";"3.95"
"Bangladesh";"BGD";"2009";"4.08"
"Bangladesh";"BGD";"2010";"3.33"
"Bangladesh";"BGD";"2011";"8.95"
"Bangladesh";"BGD";"2012";"11.53"
"Belarus";"BLR";"1990";"47.81"
"Belarus";"BLR";"1991";"48.08"
"Belarus";"BLR";"1992";"30.97"
"Belarus";"BLR";"1993";"27.99"
"Belarus";"BLR";"1994";"27.93"
"Belarus";"BLR";"1995";"28.09"
"Belarus";"BLR";"1996";"19.55"
"Belarus";"BLR";"1997";"13.40"
"Belarus";"BLR";"1998";"13.24"
"Belarus";"BLR";"1999";"12.08"
"Belarus";"BLR";"2000";"6.57"
"Belarus";"BLR";"2001";"5.81"
"Belarus";"BLR";"2002";"5.12"
"Belarus";"BLR";"2003";"4.08"
"Belarus";"BLR";"2004";"4.85"
"Belarus";"BLR";"2005";"3.04"
"Belarus";"BLR";"2006";"4.89"
"Belarus";"BLR";"2007";"0.78"
"Belarus";"BLR";"2008";"2.87"
"Belarus";"BLR";"2009";"17.88"
"Belarus";"BLR";"2010";"2.38"
"Belarus";"BLR";"2011";"1.22"
"Belarus";"BLR";"2012";"2.56"
"Belgium";"BEL";"1960";"13.23"
"Belgium";"BEL";"1961";"15.23"
"Belgium";"BEL";"1962";"15.28"
"Belgium";"BEL";"1963";"19.63"
"Belgium";"BEL";"1964";"24.75"
"Belgium";"BEL";"1965";"26.21"
"Belgium";"BEL";"1966";"29.43"
"Belgium";"BEL";"1967";"33.90"
"Belgium";"BEL";"1968";"40.08"
"Belgium";"BEL";"1969";"47.31"
"Belgium";"BEL";"1970";"52.08"
"Belgium";"BEL";"1971";"54.14"
"Belgium";"BEL";"1972";"53.16"
"Belgium";"BEL";"1973";"53.72"
"Belgium";"BEL";"1974";"46.97"
"Belgium";"BEL";"1975";"39.29"
"Belgium";"BEL";"1976";"36.29"
"Belgium";"BEL";"1977";"32.12"
"Belgium";"BEL";"1978";"34.47"
"Belgium";"BEL";"1979";"34.74"
"Belgium";"BEL";"1980";"34.67"
"Belgium";"BEL";"1981";"28.29"
"Belgium";"BEL";"1982";"25.06"
"Belgium";"BEL";"1983";"13.19"
"Belgium";"BEL";"1984";"8.24"
"Belgium";"BEL";"1985";"6.65"
"Belgium";"BEL";"1986";"4.34"
"Belgium";"BEL";"1987";"3.59"
"Belgium";"BEL";"1988";"2.66"
"Belgium";"BEL";"1989";"2.55"
"Belgium";"BEL";"1990";"1.87"
"Belgium";"BEL";"1991";"2.57"
"Belgium";"BEL";"1992";"2.16"
"Belgium";"BEL";"1993";"2.11"
"Belgium";"BEL";"1994";"2.27"
"Belgium";"BEL";"1995";"1.79"
"Belgium";"BEL";"1996";"1.72"
"Belgium";"BEL";"1997";"1.83"
"Belgium";"BEL";"1998";"3.14"
"Belgium";"BEL";"1999";"1.24"
"Belgium";"BEL";"2000";"0.96"
"Belgium";"BEL";"2001";"2.12"
"Belgium";"BEL";"2002";"1.20"
"Belgium";"BEL";"2003";"1.21"
"Belgium";"BEL";"2004";"1.99"
"Belgium";"BEL";"2005";"2.03"
"Belgium";"BEL";"2006";"1.63"
"Belgium";"BEL";"2007";"0.93"
"Belgium";"BEL";"2008";"0.49"
"Belgium";"BEL";"2009";"0.31"
"Belgium";"BEL";"2010";"0.43"
"Belgium";"BEL";"2011";"0.33"
"Belgium";"BEL";"2012";"0.39"
"Belgium";"BEL";"2013";"0.30"
"Benin";"BEN";"1973";"100.00"
"Benin";"BEN";"1974";"100.00"
"Benin";"BEN";"1975";"100.00"
"Benin";"BEN";"1976";"100.00"
"Benin";"BEN";"1977";"100.00"
"Benin";"BEN";"1978";"100.00"
"Benin";"BEN";"1979";"100.00"
"Benin";"BEN";"1980";"100.00"
"Benin";"BEN";"1981";"100.00"
"Benin";"BEN";"1982";"100.00"
"Benin";"BEN";"1983";"100.00"
"Benin";"BEN";"1984";"100.00"
"Benin";"BEN";"1985";"100.00"
"Benin";"BEN";"1986";"100.00"
"Benin";"BEN";"1987";"100.00"
"Benin";"BEN";"1988";"100.00"
"Benin";"BEN";"1989";"100.00"
"Benin";"BEN";"1990";"100.00"
"Benin";"BEN";"1991";"100.00"
"Benin";"BEN";"1992";"100.00"
"Benin";"BEN";"1993";"100.00"
"Benin";"BEN";"1994";"100.00"
"Benin";"BEN";"1995";"100.00"
"Benin";"BEN";"1996";"100.00"
"Benin";"BEN";"1997";"96.61"
"Benin";"BEN";"1998";"97.47"
"Benin";"BEN";"1999";"97.22"
"Benin";"BEN";"2000";"97.62"
"Benin";"BEN";"2001";"96.97"
"Benin";"BEN";"2002";"96.83"
"Benin";"BEN";"2003";"97.50"
"Benin";"BEN";"2004";"98.77"
"Benin";"BEN";"2005";"99.07"
"Benin";"BEN";"2006";"97.40"
"Benin";"BEN";"2007";"98.64"
"Benin";"BEN";"2008";"98.69"
"Benin";"BEN";"2009";"99.22"
"Benin";"BEN";"2010";"99.33"
"Benin";"BEN";"2011";"99.35"
"Benin";"BEN";"2012";"99.39"
"Bolivia";"BOL";"1971";"10.00"
"Bolivia";"BOL";"1972";"11.74"
"Bolivia";"BOL";"1973";"11.61"
"Bolivia";"BOL";"1974";"11.94"
"Bolivia";"BOL";"1975";"11.58"
"Bolivia";"BOL";"1976";"11.28"
"Bolivia";"BOL";"1977";"10.44"
"Bolivia";"BOL";"1978";"10.69"
"Bolivia";"BOL";"1979";"10.10"
"Bolivia";"BOL";"1980";"12.72"
"Bolivia";"BOL";"1981";"13.93"
"Bolivia";"BOL";"1982";"10.47"
"Bolivia";"BOL";"1983";"11.61"
"Bolivia";"BOL";"1984";"13.07"
"Bolivia";"BOL";"1985";"10.98"
"Bolivia";"BOL";"1986";"11.15"
"Bolivia";"BOL";"1987";"8.59"
"Bolivia";"BOL";"1988";"6.06"
"Bolivia";"BOL";"1989";"5.96"
"Bolivia";"BOL";"1990";"8.61"
"Bolivia";"BOL";"1991";"2.94"
"Bolivia";"BOL";"1992";"5.43"
"Bolivia";"BOL";"1993";"2.04"
"Bolivia";"BOL";"1994";"2.02"
"Bolivia";"BOL";"1995";"2.22"
"Bolivia";"BOL";"1996";"1.58"
"Bolivia";"BOL";"1997";"1.15"
"Bolivia";"BOL";"1998";"1.91"
"Bolivia";"BOL";"1999";"1.91"
"Bolivia";"BOL";"2000";"0.77"
"Bolivia";"BOL";"2001";"1.18"
"Bolivia";"BOL";"2002";"1.22"
"Bolivia";"BOL";"2003";"1.32"
"Bolivia";"BOL";"2004";"1.26"
"Bolivia";"BOL";"2005";"1.31"
"Bolivia";"BOL";"2006";"1.66"
"Bolivia";"BOL";"2007";"1.76"
"Bolivia";"BOL";"2008";"1.68"
"Bolivia";"BOL";"2009";"1.70"
"Bolivia";"BOL";"2010";"1.89"
"Bolivia";"BOL";"2011";"1.59"
"Bolivia";"BOL";"2012";"2.02"
"Bosnia and Herzegovina";"BIH";"1990";"7.34"
"Bosnia and Herzegovina";"BIH";"1991";"0.00"
"Bosnia and Herzegovina";"BIH";"1992";"0.00"
"Bosnia and Herzegovina";"BIH";"1993";"0.00"
"Bosnia and Herzegovina";"BIH";"1994";"0.85"
"Bosnia and Herzegovina";"BIH";"1995";"0.82"
"Bosnia and Herzegovina";"BIH";"1996";"0.49"
"Bosnia and Herzegovina";"BIH";"1997";"0.41"
"Bosnia and Herzegovina";"BIH";"1998";"0.46"
"Bosnia and Herzegovina";"BIH";"1999";"0.41"
"Bosnia and Herzegovina";"BIH";"2000";"0.46"
"Bosnia and Herzegovina";"BIH";"2001";"0.86"
"Bosnia and Herzegovina";"BIH";"2002";"1.26"
"Bosnia and Herzegovina";"BIH";"2003";"1.22"
"Bosnia and Herzegovina";"BIH";"2004";"1.04"
"Bosnia and Herzegovina";"BIH";"2005";"1.12"
"Bosnia and Herzegovina";"BIH";"2006";"1.19"
"Bosnia and Herzegovina";"BIH";"2007";"1.32"
"Bosnia and Herzegovina";"BIH";"2008";"0.00"
"Bosnia and Herzegovina";"BIH";"2009";"0.21"
"Bosnia and Herzegovina";"BIH";"2010";"0.28"
"Bosnia and Herzegovina";"BIH";"2011";"0.25"
"Bosnia and Herzegovina";"BIH";"2012";"0.20"
"Botswana";"BWA";"1981";"21.83"
"Botswana";"BWA";"1982";"18.01"
"Botswana";"BWA";"1983";"14.04"
"Botswana";"BWA";"1984";"11.16"
"Botswana";"BWA";"1985";"4.72"
"Botswana";"BWA";"1986";"8.38"
"Botswana";"BWA";"1987";"5.52"
"Botswana";"BWA";"1988";"15.47"
"Botswana";"BWA";"1989";"13.09"
"Botswana";"BWA";"1990";"11.92"
"Botswana";"BWA";"1991";"3.53"
"Botswana";"BWA";"1992";"2.67"
"Botswana";"BWA";"1993";"3.20"
"Botswana";"BWA";"1994";"2.76"
"Botswana";"BWA";"1995";"2.02"
"Botswana";"BWA";"1996";"2.38"
"Botswana";"BWA";"1997";"3.13"
"Botswana";"BWA";"1998";"2.13"
"Botswana";"BWA";"1999";"2.39"
"Botswana";"BWA";"2000";"2.85"
"Botswana";"BWA";"2001";"2.38"
"Botswana";"BWA";"2002";"3.24"
"Botswana";"BWA";"2003";"4.01"
"Botswana";"BWA";"2004";"6.48"
"Botswana";"BWA";"2005";"0.69"
